Serial Number,Date Created,TestingSoftwareVersion,Test Result,status_CL_2,status_CL_25,status_CL_8,status_OL,P_CL_2,P_Avg_CL_25,P_Avg_CL_8,P_Avg_OL,P_StdDev_CL_2,P_StdDev_CL_25,P_StdDev_CL_8,P_StdDev_OL,F_Avg_CL_2,F_Avg_CL_25,F_Avg_CL_8,F_Avg_OL,F_StdDev_CL_2,F_StdDev_CL_25,F_StdDev_CL_8,F_StdDev_OL,D_Avg_CL_2,D_Avg_CL_25,D_Avg_CL_8,D_Avg_OL,D_StdDev_CL_2,D_StdDev_CL_25,D_StdDev_CL_8,D_StdDev_OL
3C005U,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,376.35","29,432.58","29,465.71","30,678.84",49.14706,31.24409,17.65579,8.169246,803.04,"10,019.81",3203.463,3767.47,61.63492,97.35346,57.38931,38.22031,522.2667,"5,457.87",1800.64,2427.21,17.47729,40.90972,14.23674,9.91018
3C005U,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,361.12","29,502.60","29,475.59","30,675.76",74.8289,16.32761,18.26828,8.920413,804.27,"9,993.68",3196.927,"6,340.96",68.37036,66.8703,53.45796,41.75145,276.1633,3301.947,1046.637,2399.147,15.70814,15.1907,15.67866,12.3214
3C0028,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,264.72","29,412.53","29,368.70","30,675.12",47.12036,14.90011,25.95731,7.655945,798.7167,"10,001.42",3203.407,"5,746.10",61.51691,54.96339,56.17739,38.68494,330.0667,3587.43,1165.283,2416.507,12.11123,13.86976,13.90676,9.900036
2B000R,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,328.10","29,399.67","29,443.31","30,676.72",59.43717,33.82133,16.10428,7.476318,805.5667,"10,005.61",3199.147,3530.133,64.98355,66.41948,50.42931,31.93827,562.81,"5,792.93",1914.143,2439.303,15.81732,23.01567,14.84257,8.478385
2B001E,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,338.56","29,421.32","29,401.14","30,675.90",59.48536,153.7684,35.63868,8.748397,800.09,"10,201",3194.92,3930.347,63.99734,574.5098,52.21467,37.08932,498.0267,"5,364.87",1731.177,2432.16,15.54891,384.6096,15.46894,10.93386
2B001E,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,322.32","29,477.21","29,408.12","30,674.26",42.92208,8.714402,23.74247,8.337801,797.3933,"9,945.85",3200.45,"5,738",74.9572,58.2779,51.50488,38.9001,319.2433,3596.86,1159.837,2407.037,17.21299,17.20384,15.25567,9.585352
3C0064,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,437.08","29,449.41","29,505.79","30,681.10",45.75001,21.20765,13.7508,7.005591,803.9933,"9,887.06",3199.287,"5,566.69",64.21684,79.44166,48.8219,51.73816,373.04,3640.047,1234.703,2390.367,12.41256,25.95148,12.65549,12.41258
3C0066,10/24/2017 9:51,3.1,Pass,Pass,Pass,Pass,Pass,"29,405.41","29,513.27","29,476.25","30,680.24",46.80413,16.62929,18.07874,8.396905,803.38,"10,005.66",3201.643,"5,380.51",70.71324,58.26491,56.9315,54.75129,373.4667,3832.773,1261.707,2392.603,16.63847,15.34892,11.60779,11.96713
2H0016,10/24/2017 9:51,3,Fail,Pass,Pass,Fail,Pass,"29,212.89","29,306.62","29,343.84","30,672.34",52.39385,46.40205,28.19906,8.770294,810.33,"10,023.15",3196.957,3342.227,85.78837,101.5617,51.2472,43.39987,533.6467,"6,160.09",2006.683,2442.547,20.17831,46.43486,13.18491,9.674908
2J000K,10/24/2017 9:51,3,Pass,Pass,Pass,Pass,Pass,"29,208.55","29,417.92","29,336.36","30,678.45",54.04088,29.75722,30.4768,7.465078,808.23,"9,984.91",3196.02,3889.247,68.58039,48.99957,52.75088,33.28872,491.8633,"5,308.52",1709.56,2444.977,18.51302,23.97359,14.57913,9.435395
2J000K,10/24/2017 9:51,3,Fail,Pass,Pass,Fail,Pass,"29,298.50","29,328.60","29,336.89","30,662.34",55.94796,55.02409,28.11764,9.471521,809.7767,"9,964.47",3197.513,3105.783,73.16725,65.77151,49.83194,54.93065,632.0167,"6,695.07",2202.157,2458.147,17.69435,45.61849,14.88486,12.08729
2J000D,10/24/2017 9:51,3,Fail,Pass,Pass,Fail,Pass,"29,349.27","29,328.60","29,407.64","30,662.34",50.71046,55.02409,33.64618,9.471521,803.8367,"9,964.47",3197.21,3105.783,76.18014,65.77151,58.34487,54.93065,606.0367,"6,695.07",2206.277,2458.147,21.72315,45.61849,18.45573,12.08729
2.00E+11,10/24/2017 9:51,3,Fail,Fail,Fail,Fail,Pass,"13,088.78","13,181.06","13,147.86","30,677.23",10.63955,5.133603,4.151938,8.555279,272.1033,267.1567,270.25,"4,035.05",18.30861,16.14487,18.32326,38.64641,"22,284.90","22,485.90","22,412.95",2429.463,21.54587,11.41251,7.754565,9.466082
2.00E+11,10/24/2017 9:51,3,Pass,Pass,Pass,Pass,Pass,"29,250.49","29,377.72","29,418.12","30,677.23",56.43694,38.93263,30.19697,8.555279,803.7333,"10,085.37",3196.443,"4,035.05",78.4794,261.8376,51.89856,38.64641,461.78,"5,156.93",1659.187,2429.463,15.96145,116.9054,14.8832,9.466082
1K001F,10/24/2017 9:51,3,Pass,Pass,Pass,Pass,Pass,"29,351.70","29,333.20","29,421.76","30,682.22",49.40865,55.51752,39.23973,8.97057,803.2933,"9,978.89",3194.217,3871.653,63.32176,66.1452,62.2627,41.38412,464.5767,"5,285.39",1729.183,2429.15,15.99124,30.91418,16.45728,9.94865
3C005J,10/24/2017 9:51,3,Pass,Pass,Pass,Pass,Pass,"29,308.79","29,366.60","29,458.06","30,677.12",42.91458,25.89153,17.74891,8.397505,800.01,"9,993.60",3198.203,3987.657,72.64402,57.17875,63.15375,31.82964,473.8167,"5,129.78",1695.617,2434.077,15.10095,16.76658,14.73964,10.18964
3C005J,10/24/2017 9:51,3,Pass,Pass,Pass,Pass,Pass,"29,371.66","29,509.77","29,417.23","30,677.63",41.16404,15.86178,37.0815,8.003906,804.8033,"10,000.93",3200.49,"4,004.33",76.33017,45.09292,51.57946,36.79205,495.0733,"5,177.93",1688.44,2429.51,13.71342,12.33533,13.42141,10.35562
3A000F,10/24/2017 9:51,3,Pass,Pass,Pass,Pass,Pass,"29,327.58","29,449.97","29,449.82","30,684.30",43.43008,44.35746,17.59596,7.761269,797.98,"10,118.44",3199.07,3844.33,70.06219,332.8508,60.31111,44.48922,495.36,"5,348.59",1737.42,2414.693,15.41811,164.0575,16.86333,10.37913
3A000F,10/24/2017 9:51,3,Pass,Pass,Pass,Pass,Pass,"29,355.94","29,473.95","29,463.84","30,679.05",47.71979,172.2621,19.1106,8.756616,801.7533,"10,287.85",3198.997,3925.483,68.6248,622.5273,62.93223,38.63591,502.2633,"5,415.70",1715.203,2424.263,15.94364,426.7918,12.98454,9.60245
3C005J,10/24/2017 9:51,3,Pass,Pass,Pass,Pass,Pass,"29,425.85","29,361.93","29,441","30,678.88",40.71415,52.73145,37.67417,8.483387,802.0067,"9,982.96",3200.11,"5,744.35",50.22777,65.14621,45.31795,42.79961,325.1733,3571.697,1186.217,2398.393,12.98291,21.30625,13.06119,10.29671
3C005H,10/24/2017 9:51,3,Fail,Fail,Fail,Fail,Fail,"17,395.99","17,349.05","17,367.82","17,337.72",3.502291,2.565804,3.017213,2.607447,265.6733,262.84,262.78,262.8,17.86116,16.81611,16.72282,15.44447,"23,765.19","23,702.27","23,716.67","23,694.65",7.051691,4.094672,4.551897,4.264825
3C006K,10/24/2017 9:51,3,Pass,Pass,Pass,Pass,Pass,"29,255.81","29,458.00","29,336","30,674.66",75.06099,18.11192,32.98118,8.080511,800.72,"10,003.41",3201.14,"5,278.27",70.17417,72.87098,66.98107,37.01534,334.9067,3986.507,1260.243,2437.11,13.04696,17.74408,15.22742,9.26364
3C0063,10/24/2017 9:51,3,Pass,Pass,Pass,Pass,Pass,"29,341.39","29,525.72","29,441.30","30,680.66",48.18774,15.19927,14.62313,8.427924,798.4867,"9,994.42",3199.343,3900.103,62.67121,56.10877,53.37431,40.03798,483.1433,"5,324.48",1711.967,2423.467,14.52303,16.7769,12.62076,9.227264
3C0060,10/24/2017 9:51,3,Pass,Pass,Pass,Pass,Pass,"29,354.29","29,507.85","29,465.58","30,673.92",46.24584,161.4936,19.39837,6.619934,804.2033,"10,250.09",3201.743,"4,143.77",55.87301,563.4997,44.81434,38.28577,462.0533,"5,187.96",1643.143,2434.063,12.69505,390.3554,10.59878,9.574335
3C006V,10/24/2017 9:51,3,Fail,Pass,Fail,Fail,Pass,"29,535.85","27,533.99","28,843.22","28,609.10",17.62472,7.377998,19.95298,9.015206,267.81,1394.347,915.06,265.4033,21.34729,40.1907,52.32225,16.7823,"7,348.70","15,292.98","12,671.00","6,545.55",304.3334,15.51863,38.6542,17.31345
3C006J,10/24/2017 9:51,3,Fail,Pass,Fail,Fail,Pass,"29,378.95","29,011.10","29,475.98","30,680.83",58.39358,7.724805,15.42569,8.512847,796.1267,"8,035.99",3196.173,1222.867,62.18714,35.77021,47.89896,39.83635,1456.55,"12,335.29","5,243.05",2499.023,19.99093,15.62852,15.94032,10.88548
3C006J,10/24/2017 9:51,,Fail,Pass,Pass,Fail,Pass,"29,442.54","28,755.86","29,386.93","30,363.64",38.58139,21.70068,15.45721,7.20872,775.1633,"7,357.52",2859.52,266.5267,114.8009,143.029,60.25201,18.89128,3109.707,"5,072.20",3786.027,3006.277,32.62073,41.41884,23.30874,11.15209
3C005K,10/24/2017 9:51,,Fail,Pass,Pass,Fail,Pass,"29,484.27","28,743.48","29,372.30","29,860.55",33.01785,17.13526,17.86242,2.009933,800.69,"7,366.23",2846.663,265.8933,64.18272,108.2559,70.87256,15.73108,3145.947,"5,093.98",3812.327,2843.92,15.95649,33.1767,27.659,2.810114
3C006X,10/24/2017 9:51,,Pass,Pass,Pass,Pass,Pass,"27,258.36","29,167.32","27,273.19","29,813.69",9.042358,32.68488,2.219606,12.1598,265.7933,"9,088.64",268.2767,1195.117,20.52429,128.5796,17.53217,44.52385,167.7633,"4,841.58",149.13,779.29,7.50565,51.10515,2.72414,15.134
3C006X,10/24/2017 9:51,,Fail,Pass,Fail,Fail,Pass,"29,359.20","13,668.22","29,479.73","30,683.91",33.54833,6.09158,19.55988,7.903108,696.6667,262.93,3203.267,"6,352.93",217.1799,17.37551,56.93938,52.553,3444.71,"23,865.33","4,296.43",2388.853,60.36894,11.94084,15.77916,9.54014
2J000X,10/24/2017 9:51,,Fail,Fail,Fail,Fail,Pass,"11,971.24","13,668.22","12,040.41","30,683.91",20.52735,6.09158,2.312107,7.903108,266.7667,262.93,262.36,"6,352.93",22.68715,17.37551,21.78689,52.553,"20,456.30","23,865.33","20,600.96",2388.853,40.02417,11.94084,4.960455,9.54014
2E000K,10/24/2017 9:51,,Pass,Pass,Pass,Pass,Pass,"29,317.38","29,343.30","29,477.19","30,683.91",44.50466,57.81773,16.5046,7.903108,802.93,"9,991.09",3198.357,"6,352.93",75.87504,62.89957,61.07023,52.553,268.7633,3228.453,1049.1,2388.853,15.22121,25.48519,15.31019,9.54014
2A0008,10/24/2017 9:51,,Fail,Pass,Pass,Fail,Pass,"29,370.79","28,710.52","29,276.84","29,701.48",46.5273,7.180613,17.87705,1.849715,709.9267,"6,780.08",2695.387,268.26,207.3271,50.4351,78.34967,19.9625,3410.963,"5,158.25","4,010.08",3154.513,62.69844,13.75073,28.12038,2.874254
3H000A,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,302.63","29,365.32","29,439.58","30,644.64",44.94612,33.70273,16.9905,9.836945,800.7933,"9,991.15",3199.65,"6,087.91",73.36631,63.20447,66.20341,43.51299,315.5067,3418.627,1113.847,2398.563,15.81343,20.78666,17.00975,11.97729
3H000C,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,342.33","29,332.81","29,417.33","30,641.66",54.70905,57.76804,27.43738,11.65153,797.2033,"9,980.55",3198.333,"6,719.24",96.04889,99.19943,52.27761,52.16045,292.9667,3062.947,1017.747,2382.383,22.79947,25.67237,14.13899,12.90101
3H0010,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,447.59","29,497.86","29,529.83","30,633.04",45.27656,19.09717,15.93276,10.10255,797.92,"9,999.74",3199.34,"5,407.22",59.2348,57.78929,47.58407,43.24847,372.22,3904.65,1281.19,2420.25,14.24641,16.12481,17.46791,11.86128
3H0008,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,312.56","29,363.93","29,356.57","30,642.96",44.63516,98.43208,34.29046,9.531184,801.2833,"10,227.36",3196.493,3441.537,86.49024,492.3602,59.46691,34.24401,589.1633,"6,067.17",1987.393,2445.79,20.11697,306.5733,17.49357,12.38584
3H0008,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,305.36","29,447.98","29,427.30","30,641.34",66.02787,30.20867,20.1562,10.23585,801.09,"9,987.77",3201.707,3417.783,87.17644,54.30396,66.51768,43.52047,597.9133,"6,032.48",1984.357,2444.5,18.26411,24.21519,19.13728,13.16458
3H0008,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,308.74","29,360.20","29,353.19","30,645.18",45.12317,191.5371,33.35515,9.981649,800.3867,"10,289.13",3196.067,3434.71,64.3252,637.6592,50.91983,42.42157,596.51,"6,080.94",1984.257,2437.963,18.48275,456.8429,16.19393,10.7494
3H0008,10/24/2017 9:51,3.2,Fail,Fail,Pass,Pass,Pass,"29,285.51","29,361.24","29,394.75","30,644.58",49.8947,159.6322,34.30249,10.08296,811.9733,"10,277.67",3198.623,3474.893,89.11646,530.9952,52.47752,35.79988,611.0733,"6,033.52",1996.68,2442.743,23.95419,389.4731,21.40199,11.04981
3H0008,10/24/2017 9:51,3.2,Fail,Fail,Pass,Fail,Pass,"29,363.19","29,356.98","29,450.48","30,645.32",43.72438,26.67532,18.08892,8.309115,803.68,"9,992.37",3204.58,2451.897,66.23587,43.44395,63.70134,35.45084,1271.873,"6,684.52",2667.273,2457.003,22.60381,21.03237,19.64738,10.96672
3H0008,10/24/2017 9:51,3.2,Fail,Fail,Fail,Fail,Fail,"28,861.63","29,190.44","28,774.73","29,260.08",6.987303,74.64062,20.6131,11.1812,259.19,"9,809.89",879.11,259.56,17.81681,135.3593,141.2273,17.84553,"4,836.35","8,401.35","5,024.97","5,044.63",2.437761,91.98053,40.16275,14.81063
3C005V,10/24/2017 9:51,3.1,Fail,Pass,Pass,Fail,Pass,"29,418.69","28,589.91","29,345.38","29,502.57",37.52347,12.93435,95.10683,1.166575,793.34,"6,516.80",2499.993,265.01,60.17401,109.0384,442.9547,15.84445,2740.233,"5,402.94",3878.843,3555.233,14.34777,24.72053,199.1485,2.452964
3C005V,10/24/2017 9:51,3.1,Fail,Pass,Pass,Fail,nan,"29,345.65","28,828.88","29,454.00",0,37.6567,6.897306,11.75426,0,798.6667,"7,399.90",3103.35,0,65.60616,52.94181,64.46614,0,2825.477,"4,936.55",3650.173,0,17.8488,13.27551,20.92475,0
